ID Furnace 1	Tag Furnace 1	Is DC EAF Fce	Is Twin Shell	Is Substation App	Tag Furnace 2	Is DC EAF Fce	Plant Short Name	Division Short Name	Corporate Short Name	Corporate Full Name	Plant Location	Time Zone A - Date & Time Starts	Time Zone A - Date & Time Finish	Time Zone A - Designated Time	HoraEjecucionPlanta	ArchivoCCR	IE_VM2 Parametros	IE_VM2 Remove Extreme Data (Outliers)	IE_VM2 IDPlant	IE_VM2 IDFurnace	IE_VM2 Start Date (New - Older)	parant	difp	fec	diff	OutliersAnt	difo
EAF	EAF	FALSE	FALSE	FALSE	tbd		NMAR	NMAR	NS	Nucor Steel	"Marion, Ohio. USA (EST)"	42442	42680	UTC-04:00	23	ccr_Nucor Marion.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 20 AND 50
  AND TapToTap < 110
  AND Turnaround BETWEEN 1 AND 85
   AND MWH BETWEEN 20 AND 50
 ORDER BY TimeStarted"	FALSE	107	142	2018-09-20	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 20 AND 50
  AND TapToTap < 110
  AND Turnaround BETWEEN 1 AND 85
   AND MWH BETWEEN 20 AND 50
 ORDER BY TimeStarted"	TRUE	2018-09-20	TRUE	FALSE	TRUE
F2	2	FALSE	FALSE	FALSE	tbd		NUTA	NUTA	NS	Nucor Steel	"Plymnouth, UT USA (MDT)"	43170	43408	UTC-06:00	0	ccr_Nucor Utah EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 70
 AND TapToTap BETWEEN 23 AND 140
 AND Turnaround BETWEEN 1 AND 90
 AND MWH BETWEEN 13 AND 40
 ORDER BY TimeStarted"	FALSE	129	174	2020-09-23	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 70
 AND TapToTap BETWEEN 23 AND 140
 AND Turnaround BETWEEN 1 AND 90
 AND MWH BETWEEN 13 AND 40
 ORDER BY TimeStarted"	TRUE	2020-03-26	FALSE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd		NUTA	NUTA	NS	Nucor Steel	"Plymnouth, UT USA (MDT)"	43170	43408	UTC-06:00	0	ccr_Nucor Utah EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 21 AND 45
 AND TapToTap BETWEEN 30 AND 140
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 15 AND 34
 ORDER BY TimeStarted"	FALSE	129	183	2020-09-23	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 21 AND 45
 AND TapToTap BETWEEN 30 AND 140
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 15 AND 34
 ORDER BY TimeStarted"	TRUE	2020-09-23	TRUE	FALSE	TRUE
F1sub	1	FALSE	FALSE	TRUE	tbd		NUTA	NUTA	NS	Nucor Steel	"Plymnouth, UT USA (MDT)"	43170	43408	UTC-06:00	0	ccr_Nucor Utah Substation EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 0.1 AND 90
 ORDER BY TimeStarted"	FALSE	129	188	2021-02-11	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 0.1 AND 90
 ORDER BY TimeStarted"	TRUE	2021-02-11	TRUE	FALSE	TRUE
F2sub	2	FALSE	FALSE	TRUE	tbd		NUTA	NUTA	NS	Nucor Steel	"Plymnouth, UT USA (MDT)"	43170	43408	UTC-06:00	0	ccr_Nucor Utah Substation EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 0.1 AND 90
 ORDER BY TimeStarted"	FALSE	129	189	2021-10-07	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 20 AND 160
 AND Turnaround BETWEEN 0.1 AND 90
 ORDER BY TimeStarted"	TRUE	2021-10-07	TRUE	FALSE	TRUE
EAFdc	North	TRUE	FALSE	FALSE	tbd	FALSE	NDEC	NDEC	NS	Nucor Steel	"Deecatur, Alabama, USA (CST)"	42442	42680	UTC-05:00	0	ccr_BBX Nucor Decatur EAF North.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 60
 AND Turnaround BETWEEN 0.5 AND 50
 AND MWH BETWEEN 30 AND 80
 ORDER BY TimeStarted"	FALSE	143	206	2022-04-20	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 60
 AND Turnaround BETWEEN 0.5 AND 50
 AND MWH BETWEEN 30 AND 80
 ORDER BY TimeStarted"	TRUE	2022-04-20	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd	FALSE	GSDR	GSDR	GSDR	Grupo Siderurgico Reyna	"Sogamoso, Boyacá, Colombia"			UTC-05:00	23	ccr_Grupo Siderurgico Reyna.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 60
 AND TapToTap < 250
 AND Turnaround BETWEEN 0.3 AND 80
 AND MWH BETWEEN 10 AND 30
 ORDER BY TimeStarted"	FALSE	148	215	2022-08-27	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 60
 AND TapToTap < 250
 AND Turnaround BETWEEN 0.3 AND 80
 AND MWH BETWEEN 10 AND 30
 ORDER BY TimeStarted"	TRUE	2022-08-27	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		CHSCLE	CHSCLE	CHS	Charter Steel	"Saukville, Wisconsin (CST)"	42442	42680	UTC-05:00	0	ccr_Charter Steel Cleveland EAF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 14 AND 70
 AND TapToTap BETWEEN 40 AND 200
 AND Turnaround BETWEEN 0.5 AND 70
 AND MWH BETWEEN 20 AND 60
 ORDER BY TimeStarted"	FALSE	151	219	2022-11-16	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 14 AND 70
 AND TapToTap BETWEEN 40 AND 200
 AND Turnaround BETWEEN 0.5 AND 70
 AND MWH BETWEEN 20 AND 60
 ORDER BY TimeStarted"	TRUE	2022-11-16	TRUE	FALSE	TRUE
F3	3	FALSE	FALSE	FALSE	tbd	FALSE	LZC	FCNA	AM	ArcelorMittal	"Lázaro Cárdenas, Michoacán, México (CST)"	42463	42673	UTC-05:00	0	ccr_Lazaro Cardenas EAF 3.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	FALSE	42	49	2016-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	TRUE	2016-01-02	TRUE	FALSE	TRUE
F4	4	FALSE	FALSE	FALSE	tbd	FALSE	LZC	FCNA	AM	ArcelorMittal	"Lázaro Cárdenas, Michoacán, México (CST)"	42463	42673	UTC-05:00	0	ccr_Lazaro Cardenas EAF 4.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	FALSE	42	53	2016-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	TRUE	2016-01-02	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd	FALSE	LZC	FCNA	AM	ArcelorMittal	"Lázaro Cárdenas, Michoacán, México (CST)"	42463	42673	UTC-05:00	0	ccr_Lazaro Cardenas EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	FALSE	42	54	2016-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 100
 AND TapToTap < 150
 AND COALESCE(Heat_Yield, 99) BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	TRUE	2016-01-02	TRUE	FALSE	TRUE
F2	2	FALSE	FALSE	FALSE	tbd	FALSE	LZC	FCNA	AM	ArcelorMittal	"Lázaro Cárdenas, Michoacán, México (CST)"	42463	42673	UTC-05:00	0	ccr_Lazaro Cardenas EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 140
 AND TapToTap < 255
 AND COALESCE(Heat_Yield, 99)  BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	FALSE	42	57	2016-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 140
 AND TapToTap < 255
 AND COALESCE(Heat_Yield, 99)  BETWEEN 50 AND 99
 AND MWH BETWEEN 75 AND 180
 ORDER BY TimeStarted"	TRUE	2016-01-02	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd	FALSE	VIN	LCNA	AM	ArcelorMittal	"El Paso, Texas, USA (MST)"	42442	42680	UTC-06:00	1	ccr_Vinton EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	51	64	2011-05-15	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2011-05-15	TRUE	FALSE	TRUE
F2	2	FALSE	FALSE	FALSE	tbd	FALSE	VIN	LCNA	AM	ArcelorMittal	"El Paso, Texas, USA (MST)"	42442	42680	UTC-06:00	1	ccr_Vinton EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	51	65	2011-05-15	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2011-05-15	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		CCW	LCNA	AM	ArcelorMittal	"Contrecoeur, Quebec, Canada (EST)"	42442	42680	UTC-04:00	23	ccr_Contrecoeur Ouest.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	53	67	2011-05-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2011-05-01	TRUE	FALSE	TRUE
Cfce	C	FALSE	FALSE	FALSE	tbd	FALSE	CCE	LCNA	AM	ArcelorMittal	"Contrecoeur, Quebec, Canada (EST)"	42442	42680	UTC-04:00	23	ccr_Contrecoeur Est EAF C.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 44 AND 150
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 40 AND 135
 ORDER BY TimeStarted"	FALSE	54	68	2015-01-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 44 AND 150
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 40 AND 135
 ORDER BY TimeStarted"	TRUE	2015-01-01	TRUE	FALSE	TRUE
Dfce	D	FALSE	FALSE	FALSE	tbd	FALSE	CCE	LCNA	AM	ArcelorMittal	"Contrecoeur, Quebec, Canada (EST)"	42442	42680	UTC-04:00	23	ccr_Contrecoeur Est EAF D.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 44 AND 150
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 40 AND 135
 ORDER BY TimeStarted"	FALSE	54	69	2015-01-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap BETWEEN 44 AND 150
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 40 AND 135
 ORDER BY TimeStarted"	TRUE	2015-01-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		IH	LCNA	AM	ArcelorMittal	"Indiana Harbor, Indiana, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Indiana Harbor.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	55	70	2011-11-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2011-11-01	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	EAFac	FALSE	STN	LCNA	AM	ArcelorMittal	"Steelton, PA, USA -4mi South of Harrisburg- (EST)"	42442	42680	UTC-04:00	23	ccr_Steelton.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	58	75	2013-05-23	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2013-05-23	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd	FALSE	PL	LCSA	AM	ArcelorMittal	"Point Lisas, Trinidad and Tobago"			UTC-04:00	22	ccr_Point Lisas EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	59	76	2012-05-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2012-05-01	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd	FALSE	PL	LCSA	AM	ArcelorMittal	"Point Lisas, Trinidad and Tobago"			UTC-04:00	22	ccr_Point Lisas EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	59	76	2012-05-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2012-05-01	TRUE	FALSE	TRUE
F2	2	FALSE	FALSE	FALSE	tbd	FALSE	PL	LCSA	AM	ArcelorMittal	"Point Lisas, Trinidad and Tobago"			UTC-04:00	22	ccr_Point Lisas EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	59	77	2012-05-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2012-05-01	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	EAFac	FALSE	ZAR	FCE	AM	ArcelorMittal	"Zaragoza, España"	42456	42673	UTC+02:00	17	ccr_Zaragoza.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	62	81	2012-08-22	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2012-08-22	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		PIR	LCSA	AM	ArcelorMittal	"Piracicaba, São Paulo, Brazil"	42421	42659	UTC-03:00	20	ccr_Piracicaba.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	64	83	2013-08-29	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2013-08-29	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		WSH	WSH	WS	Warren Steel	"Warren, Ohio, USA (EST)"	42442	42680	UTC-04:00	23	ccr_Warren Steel.xls	"WHERE Samples_Lost_PowerOn < 5
 AND TapToTap < 450
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 30 AND 70
 ORDER BY TimeStarted"	FALSE	71	91	2015-05-26	"WHERE Samples_Lost_PowerOn < 5
 AND TapToTap < 450
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 30 AND 70
 ORDER BY TimeStarted"	TRUE	2015-05-26	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		CAR	LCSA	AM	ArcelorMittal	"Porto Velho, Cariacica, Brazil "	42421	42659	UTC-03:00	20	ccr_Cariacica.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	76	99	2015-08-06	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2015-08-06	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		JUZF	LCSA	AM	ArcelorMittal	"Juiz de Fora, Minas Gerais, Brazil"	42421	42659	UTC-03:00	20	ccr_Juiz de Fora.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	77	100	2015-07-17	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2015-07-17	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd		LAP	LCNA	AM	ArcelorMittal	"LaPlace, Lousiana, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Laplace.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	52	110	2011-04-30	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2011-04-30	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		OLA	LCE	AM	ArcelorMittal	"Olaberria, España"	42421	42659	UTC+01:00	16	ccr_ArcelorMittal Olaberria.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 55
 AND TapToTap BETWEEN 35 AND 100
 AND Turnaround BETWEEN 0.8 AND 45
 AND MWH BETWEEN 30 AND 70
 ORDER BY TimeStarted"	FALSE	119	158	2019-05-17	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 55
 AND TapToTap BETWEEN 35 AND 100
 AND Turnaround BETWEEN 0.8 AND 45
 AND MWH BETWEEN 30 AND 70
 ORDER BY TimeStarted"	TRUE	2019-05-17	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		APECHAT	APECHAT	APE	Aperam	"Chatelet, Belgium"	42421	42659	UTC+01:00	16	ccr_Aperam Chatelet EAF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 30 AND 90
 AND TapToTap BETWEEN 40 AND 300
 AND Turnaround BETWEEN 2 AND 250
 AND MWH BETWEEN 45 AND 110
 ORDER BY TimeStarted"	FALSE	127	170	2019-12-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 30 AND 90
 AND TapToTap BETWEEN 40 AND 300
 AND Turnaround BETWEEN 2 AND 250
 AND MWH BETWEEN 45 AND 110
 ORDER BY TimeStarted"	TRUE	2019-12-02	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		APEGNK	APEGNK	APE	Aperam	"Genk, Belgium"	42421	42659	UTC+01:00	16	ccr_Aperam Genk EAF.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 30 AND 100
 AND TapToTap BETWEEN 40 AND 300
 AND Turnaround BETWEEN 1.5 AND 190
 AND MWH BETWEEN 30 AND 90
 ORDER BY TimeStarted"	FALSE	152	220	2022-10-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 30 AND 100
 AND TapToTap BETWEEN 40 AND 300
 AND Turnaround BETWEEN 1.5 AND 190
 AND MWH BETWEEN 30 AND 90
 ORDER BY TimeStarted"	TRUE	2022-10-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNCHL	GLNCHL	GLN	Gerdau LN	"Charlotte, North Carolina, USA (CST)"	42442	42680	UTC-04:00	23	ccr_Gerdau LN Charlotte.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 70
 AND TapToTap BETWEEN 22 AND 145
 AND Turnaround BETWEEN 1 AND 60
 AND MWH BETWEEN 7.5 AND 30
 ORDER BY TimeStarted"	FALSE	29	32	2020-05-03	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 70
 AND TapToTap BETWEEN 22 AND 145
 AND Turnaround BETWEEN 1 AND 60
 AND MWH BETWEEN 7.5 AND 30
 ORDER BY TimeStarted"	TRUE	2020-05-03	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNCVL	GLNCVL	GLN	Gerdau LN	"Cartersville, Georgia, USA (CST)"	42442	42680	UTC-04:00	23	ccr_Gerdau LN Cartersville.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 55
 AND TapToTap BETWEEN 30 AND 140
 AND Turnaround BETWEEN 1 AND 80
 AND MWH BETWEEN 30 AND 64
 ORDER BY TimeStarted"	FALSE	33	37	2019-10-08	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 55
 AND TapToTap BETWEEN 30 AND 140
 AND Turnaround BETWEEN 1 AND 80
 AND MWH BETWEEN 30 AND 64
 ORDER BY TimeStarted"	TRUE	2019-10-08	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GLNJKS	GLNJKS	GLN	Gerdau LN	"Jackson, Tennessee, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Gerdau LN Jackson.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 46 AND 75
 AND TapToTap BETWEEN 51 AND 190
 AND Turnaround BETWEEN 0.7 AND 65
 AND MWH BETWEEN 35 AND 55
 ORDER BY TimeStarted"	FALSE	38	44	2019-09-18	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 46 AND 75
 AND TapToTap BETWEEN 51 AND 190
 AND Turnaround BETWEEN 0.7 AND 65
 AND MWH BETWEEN 35 AND 55
 ORDER BY TimeStarted"	TRUE	2019-09-18	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		GCTUL	GCTUL	Gerdau	Gerdau	" Tultitlán, Edo. de México, México"			UTC-05:00	23	ccr_Gerdau Corsa Tultitlan.xls	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 25 AND 55
  AND TapToTap BETWEEN 27 AND 140
  AND Turnaround BETWEEN 1 AND 150
  AND MWH BETWEEN 19 AND 30
  ORDER BY TimeStarted"	FALSE	40	46	2022-04-21	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 25 AND 55
  AND TapToTap BETWEEN 27 AND 140
  AND Turnaround BETWEEN 1 AND 150
  AND MWH BETWEEN 19 AND 30
  ORDER BY TimeStarted"	TRUE	2022-04-21	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		TUTA	TUTA	Gerdau	Gerdau	"Tunja, Bojaca, Colombia"			UTC-05:00	23	ccr_Gerdau Diaco Planta Tuta.xls	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 27 AND 60
  AND TapToTap BETWEEN 27 AND 92
  AND Turnaround BETWEEN 2.5 AND 100
  AND MWH BETWEEN 12 AND 25
  ORDER BY TimeStarted"	FALSE	82	108	2017-03-01	"WHERE Samples_Lost_PowerOn < 5 
  AND PwrOn BETWEEN 27 AND 60
  AND TapToTap BETWEEN 27 AND 92
  AND Turnaround BETWEEN 2.5 AND 100
  AND MWH BETWEEN 12 AND 25
  ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
